排名,中文标题,外文标题,评分,评价人数,导演,主演,简介,详情链接
70,功夫,/ 功夫3D  /  Kung Fu Hustle,8.9,1339795,周星驰,周星驰 / 元秋 / 元华 / 黄圣依 / 梁小龙 / 陈国坤 / 田启文 / 林子聪 / 林雪 / 冯克安 / 释彦能 / 冯小刚 / 袁祥仁 / 张一白 / 赵志凌 / 董志华 / 何文辉 / 陈凯师 / 贾康熙 / 林子善 / 任珈锐 / 王仕颖,1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。,https://movie.douban.com/subject/1291543/
71,音乐之声,/ The Sound of Music,9.1,685694,罗伯特·怀斯,朱莉·安德鲁斯 / 克里斯托弗·普卢默 / 埃琳诺·帕克 / 理查德·海顿 / 佩吉·伍德 / 查尔敏·卡尔 / 希瑟·孟席斯-尤里克 / 尼古拉斯·哈蒙德 / 杜安·蔡斯 / 安吉拉·卡特怀特 / 黛比·特纳 / 基姆·卡拉思 / 安娜·李 / 波希娅·纳尔逊 / 本·怀特 / 丹尼尔·特鲁希特 / 诺玛·威登 / 吉尔克里斯特·斯图尔特 / 马妮·尼克松 / 埃瓦德妮·贝克 / 多丽丝·劳埃德 / 格特鲁德·阿斯特 / 弗兰克·贝克 / 史蒂夫·卡鲁瑟斯 / 山姆·哈里斯 / 多罗西·吉金斯 / 利奥达·理查德斯 / 杰弗里·塞尔 / 伯纳德·赛尔 / 诺尔曼·斯蒂凡斯 / 伯特史蒂文斯 / 玛丽亚·冯·特拉普,玛利亚（朱丽·安德鲁斯  饰）是一个年轻活泼的修女，喜欢在大自然下高声歌唱，所以她常常忘记了修道院里的规矩。院长认为玛利亚并不属于规矩严格的修道院。院长与众嬷嬷商量后，决定安排玛利亚到一位名叫特拉普（克里斯托弗·普卢默 饰）上校家当家庭教师。,https://movie.douban.com/subject/1294408/
72,哈利·波特与阿兹卡班的囚徒,/ Harry Potter and the Prisoner of Azkaban,9.0,893591,阿方索·卡隆,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 加里·奥德曼 / 朱丽·沃特斯 / 邦妮·怀特 / 大卫·休里斯 / 迈克尔·刚本 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 艾玛·汤普森 / 朱莉·克里斯蒂 / 蒂莫西·斯波,哈利（丹尼尔·雷德克里夫）即将在霍格沃兹渡过第三个年头，此时在阿兹塔班却传出恶棍小天狼星（加里·奥德曼）越狱的消息。据说小天狼星正是背叛哈利父母的好友，他的教父，而这次小天狼星越狱似乎正是为了找他。哈利的心里悄悄的滋生了为父母报仇的想法，期待着小天狼星的出现。,https://movie.douban.com/subject/1291544/
73,阿凡达,/ Avatar,8.8,1589103,詹姆斯·卡梅隆,萨姆·沃辛顿 / 佐伊·索尔达娜 / 西格妮·韦弗 / 史蒂芬·朗 / 米歇尔·罗德里格兹 / 吉奥瓦尼·瑞比西 / 乔·大卫·摩尔 / 希·庞德 / 韦斯·斯塔迪 / 拉兹·阿隆索 / 迪利普·劳 / 马特·杰拉德 / 肖恩·安东尼·莫兰 / 杰森·怀特 / 斯科特·劳伦斯 / 凯利·基尔戈 / 詹姆斯·皮特 / 肖恩·帕特里克·墨菲 / 彼得·狄龙 / 凯文·多曼 / 凯尔森·亨德森 / 大卫·范·霍恩 / 雅克布·托毛里 / 朱琳·雷妮 / 卢克·霍克 / 伍迪·舒尔茨 / 彼得·门萨 / 伊拉姆·崔 / 黛布拉·威尔逊 / 克里斯·马拉 / 马修·钱伯伦 / 詹姆斯·盖林 / 拉斯科·阿特金斯 / 乔恩·本宗 / 罗恩·贝特曼 / 罗伯特·卡托 / 罗德尼·库克 / 妮可·狄恩 / 安东尼·英格鲁伯 / 蒂姆·卡诺 / 卡米尔·基南 / 迪恩·诺斯利 / 艾玛·洛,战斗中负伤而下身瘫痪的前海军战士杰克·萨利（萨姆·沃辛顿 Sam Worthington 饰）决定替死去的同胞哥哥来到潘多拉星操纵格蕾丝博士（西格妮·韦弗 Sigourney Weaver 饰）用人类基因与当地纳美部族基因结合创造出的 “阿凡达” 混血生物。杰克的目的是打入纳美部落，外交说服他们自愿离开世代居住的家园，从而SecFor公司可砍伐殆尽该地区的原始森林，开采地下昂贵的“不可得”矿。在探索潘多拉星的过程中，杰克遇到了纳美部落的公主娜蒂瑞（佐伊·索尔达娜 Zoe Saldana 饰），向她学习了纳美人的生存技能与对待自然的态度。与此同时，SecFor公司的经理和军方代表上校迈尔斯（史蒂芬·朗 Stephen Lang 饰）逐渐丧失耐心，决定诉诸武力驱赶纳美人……,https://movie.douban.com/subject/1652587/
74,西西里的美丽传说,/ Malèna,8.9,1095441,朱塞佩·托纳多雷,莫妮卡·贝鲁奇 / 朱塞佩·苏尔法罗 / Luciano Federico / 玛蒂尔德·皮亚纳 / Pietro Notarianni / Gaetano Aronica / Gilberto Idonea / Angelo Pellegrino / Gabriella Di Luzio / Pippo Provvidenti / Maria Terranova / Marcello Catalano / 埃丽萨·莫鲁奇 / Domenico Gennaro / Vitalba Andrea / Giuseppe Pattavina / Franco Catalano / Daniele Arena / Giovanni Litrico / Gianluca Guarrera,当我还只是十三岁时，1941年春末的那一天，我初次见到了她那一天，墨索里尼向英法宣战，而我，得到了生命里的第一辆脚踏车。,https://movie.douban.com/subject/1292402/
75,看不见的客人,/ Contratiempo,8.8,1444118,奥里奥尔·保罗,马里奥·卡萨斯 / 阿娜·瓦格纳 / 何塞·科罗纳多 / 巴巴拉·莱涅 / 弗兰塞斯克·奥雷利亚 / 帕科·图斯 / 大卫·塞尔瓦斯 / 伊尼戈·加斯特西 / 圣·耶拉莫斯 / 马内尔·杜维索 / 布兰卡·马丁内斯 / 佩雷·布拉索 / 霍尔迪·布鲁内特 / 鲍比·冈萨雷斯 / 玛蒂娜·乌尔塔多,艾德里安（马里奥·卡萨斯 Mario Casas 饰）经营着一间科技公司，事业蒸蒸日上，家中有美丽贤惠的妻子和活泼可爱的女儿，事业家庭双丰收的他是旁人羡慕的对象。然而，野心勃勃的艾德里安并未珍惜眼前来之不易的生活，一直以来，他和一位名叫劳拉（芭芭拉·蓝妮 Bárbara Lennie 饰）的女摄影师保持着肉体关系。,https://movie.douban.com/subject/26580232/
76,拯救大兵瑞恩,/ Saving Private Ryan,9.1,726708,史蒂文·斯皮尔伯格,汤姆·汉克斯 / 汤姆·塞兹摩尔 / 爱德华·伯恩斯 / 巴里·佩珀 / 亚当·戈德堡 / 范·迪塞尔 / 吉奥瓦尼·瑞比西 / 杰瑞米·戴维斯 / 马特·达蒙 / 特德·丹森 / 保罗·吉亚玛提 / 丹尼斯·法里纳 / 马克斯·马蒂尼 / 丹兰·布鲁诺 / 丹尼尔·切尔奎拉 / 迪米特里·格里特萨斯 / 史蒂夫·格里芬 / 彼得·迈尔斯 / 亚当·肖 / 罗尔夫·萨克森 / 克里·约翰逊 / 洛克兰·艾肯 / 尚恩·约翰逊 / 莱尔德·曼辛托斯 / 安德鲁·斯科特 / 马修·夏普 / 文森特·沃尔什 / 约翰·沙拉恩 / 马丁·哈伯 / 罗非洛·迪格托勒 / 恩里奇·雷德曼 / 米歇尔·埃文斯 / 内森·菲利安 / 利兰·奥瑟 / 大卫·维格 / 瑞恩·赫斯特 / 哈威·普雷斯内尔 / 代尔·戴 / 布莱恩·克兰斯顿 / 大卫·沃尔 / 埃里克·罗兰 / 哈里逊·杨 / 凯思琳·拜荣 / 约翰·德·兰西 / 詹姆斯·恩布里 / 德里克·李 / 若昂·科斯塔·梅内塞斯 / 马克·施泰因迈尔,瑞恩（马特•达蒙 Matt Damon饰 ）是二战期间的美国伞兵，被困在了敌人后方。更不幸的是，他的三个兄弟全部在战争中死亡，如果他也遇难，家中的老母亲将无依无靠。,https://movie.douban.com/subject/1292849/
77,沉默的羔羊,/ The Silence of the Lambs,8.9,1018764,乔纳森·戴米,朱迪·福斯特 / 安东尼·霍普金斯 / 斯科特·格伦 / 安东尼·希尔德 / 布鲁克·史密斯 / 卡斯·莱蒙斯 / 弗兰基·费森 / 泰德·拉文 / 崔西·沃特 / 丹·巴特勒 / 达拉,联调局学院学员 Clarice M. Starling（朱迪·福斯特 饰）受行为科学组的 Jack Crawford（斯科特·格伦 饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生 Hannibal Lecter（安东尼·霍普金斯 饰）。Lecter要求转到条件较好的联邦机构，远离常常折磨他的 Frederick Chilton 医生（安东尼·希尔德 饰），并愿意为此提供持续作案的连环杀手水牛比尔（泰德·莱文 饰）的心理分析……,https://movie.douban.com/subject/1293544/
78,小鞋子,/ بچه های آسمان,9.2,467701,马基德·马基迪,默罕默德·阿米尔·纳吉 / 阿米尔·法拉赫·哈什米安 / 巴哈丽·西迪奇 / 纳菲丝·贾法-穆罕默迪 / 费雷什特·萨拉班迪 / Dariush Mokhtari / 克里斯托弗·马利基,家境贫寒的男孩Ali（Amir Farrokh Hashemian）帮妹妹Zahra（Bahare Seddiqi）取修补好的鞋子时，不慎将鞋子弄丢，为了不被父（Mohammad Amir Naji）、母（Fereshte Sarabandi ）责罚，他央求Zahra暂时保密，说两人可以替换着穿他的鞋子上学，并答应一定会帮她买双新鞋子。,https://movie.douban.com/subject/1303021/
79,布达佩斯大饭店,/ The Grand Budapest Hotel,8.9,1088299,韦斯·安德森,拉尔夫·费因斯 / 托尼·雷沃罗利 / 阿德里安·布罗迪 / 威廉·达福 / 裘德·洛 / 爱德华·诺顿 / 西尔莎·罗南 / 蒂尔达·斯文顿 / 比尔·默瑞 / 蕾雅·赛杜 / 欧文·威尔逊 / 詹森·舒瓦兹曼 / 马修·阿马立克 / F·默里·亚伯拉罕 / 汤姆·威尔金森 / 杰夫·高布伦 / 哈威·凯特尔,故事要从一位无名作家（裘德·洛 Jude Law 饰）说起，为了专心创作，他来到了名为“布达佩斯”的饭店，在这里，作家遇见了饭店的主人穆斯塔法（F·莫里·亚伯拉罕 F. Murray Abraham 饰），穆斯塔法邀请作家共进晚餐，席间，他向作家讲述了这座饱经风雨的大饭店的前世今生。,https://movie.douban.com/subject/11525673/
80,蝴蝶效应,/ The Butterfly Effect,8.9,1070940,埃里克·布雷斯,阿什顿·库彻 / 梅洛拉·沃尔特斯 / 艾米·斯马特 / 埃尔登·亨森 / 威廉姆·李·斯科特 / 约翰·帕特里克·阿梅多利 / 艾琳·戈洛瓦娅 / 凯文·G·施密特 / 杰西·詹姆斯 / 罗根·勒曼 / 莎拉·威多斯 / 杰克·凯斯 / 卡梅隆·布莱特 / 埃里克·斯托尔兹 / 考乐姆·吉斯·雷尼 / 凯文·杜兰,伊万（艾什顿·库奇 Ashton Kutcher 饰）曾经有一个糟糕的童年，因为他行为闯下了大祸，令他童年充满不堪回忆的往事。而事实上，他确实只是依稀记得一点可怕的情景，这些情景一直纠缠着他的正常生活。伊万接受心理学家建议，把琐碎生活记在记事本里，却偶然发现通过记事本回到过去。,https://movie.douban.com/subject/1292343/
81,飞越疯人院,/ One Flew Over the Cuckoo's Nest,9.1,605624,米洛斯·福尔曼,杰克·尼科尔森 / 路易丝·弗莱彻 / 威廉·雷德菲尔德 / 克里斯托弗·洛伊德 / 威尔·萨姆森 / 特德·马克兰德 / 布拉德·道里夫 / 斯加特曼·克罗索斯 / 迈克尔·贝里曼 / 彼得·布罗科 / 穆瓦科·卡姆布卡 / 威廉·达尔 / 乔西普·艾利克 / 西德尼·拉斯克 / 凯·李 / 德怀特·马费尔德 / 路易莎·莫里茨 / 丹尼·德维托 / 菲利普·罗斯 / 米米·萨奇席恩 / 文森特·斯卡维利 / 米斯·斯马尔 / 德罗斯·V·史密斯,麦克墨菲（杰克·尼科尔森 Jack Nicholson 饰）为了逃避监狱里的强制劳动，装作精神异常，被送进了精神病院，他的到来，给死气沉沉的精神病院带来了剧烈的冲击。 麦克要求看棒球比赛的电视转播，挑战了医院严格的管理制度，受到护士长拉契特（路易丝·弗莱彻 Louise Fletcher 饰）的百般阻挠；麦克带领病人出海捕鱼，振奋了他们的精神，却让院方头痛不已。院方为了惩处麦克胆大妄为、屡犯院规，决定将他永远留在疯人院。生性自由的麦克再也无法忍受疯人院的生活，他联合病友，高大的印第安人“酋长”，开始自己的计划：飞越疯人院。 本片获1975年第48届奥斯卡最佳影片，最佳男、女主角，最佳导演和最佳改编剧本五项大奖。主人公“不自由，毋宁死”的精神在当今社会仍有很大的现实意义。,https://movie.douban.com/subject/1292224/
82,还有明天,/ C'è ancora domani,9.3,375244,宝拉·柯特莱西,宝拉·柯特莱西 / 瓦莱里奥·马斯坦德雷亚 / 罗马纳·马乔拉·韦尔加诺 / 埃马努艾拉·法内利 / 乔治·科兰杰利 / 维尼乔·马尔基奥尼 / 弗朗切斯科·琴托拉梅 / 雷法莱·维诺利 / 保拉·蒂齐亚娜·克鲁恰尼 / 尤夫·约瑟夫 / 阿莱西娅·巴雷拉 / 费德里科·托奇 / 普里西拉·米科尔·马里诺 / 玛丽亚·基娅拉·奥尔蒂 / 西尔维亚·萨尔瓦托雷 / 马提亚·巴尔多 / 詹马尔科·菲利皮尼 / 芭芭拉·基耶萨 / 加布里埃拉·保罗卡 / 阿尔曼多·德·拉扎,1946年二战后的意大利，女性地位依旧低下。底层女性迪莉娅（宝拉·柯特莱西 Paola Cortellesi 饰），每日在丈夫的暴虐下和生活琐碎中艰难生存，唯有女儿玛塞拉、朋友玛丽莎和每日难得的自由踱步是她痛苦生活中的慰藉……这时，迪莉娅意外收到一封神秘信件，一场出逃即将改变一切……,https://movie.douban.com/subject/36445098/
83,禁闭岛,/ Shutter Island,8.9,1116959,马丁·斯科塞斯,莱昂纳多·迪卡普里奥 / 马克·鲁法洛 / 本·金斯利 / 马克斯·冯·叙多夫 / 米歇尔·威廉姆斯 / 艾米莉·莫迪默 / 派翠西娅·克拉克森 / 杰基·厄尔·哈利 / 泰德·拉文 / 约翰·卡洛·林奇 / 伊莱亚斯·科泰斯 / 罗宾·巴特利特 / 克里斯托弗·邓汉 / 约瑟夫·斯科拉,本片根据美国小说家丹尼斯·勒翰（Dennis Lehane）的同名小说改编。 1954年，联邦警官泰迪（莱昂纳多·迪卡普里奥 Leonardo DiCaprio 饰）和搭档查克（马克·鲁弗洛 Mark Ruffalo 饰）乘船来到波士顿附近的禁闭岛精神病犯监狱调查一桩离奇失踪案。手刃亲生骨肉的女犯蕾切尔（艾米莉·莫迪默 Emily Mortimer 饰）从戒备森严的牢室神秘逃脱，藏匿于孤岛深处。泰迪怀疑监狱的主治精神病医师约翰·考利（本·金斯利 Ben Kingsley 饰）有意隐瞒内情，并向查克透露他上岛的真实目的其实是寻找当年纵火烧死他妻子德洛丽丝（米歇尔·威廉姆斯 Michelle Williams 饰）的管理员，并揭露美国政府利用精神病犯人进行人体科学实验的罪行。但随着调查的逐渐深入，真相却变得越来越扑朔迷离……,https://movie.douban.com/subject/2334904/
84,心灵捕手,/ Good Will Hunting,9.0,817389,格斯·范·桑特,马特·达蒙 / 罗宾·威廉姆斯 / 本·阿弗莱克 / 斯特兰·斯卡斯加德 / 明妮·德里弗 / 卡西·阿弗莱克 / 科尔·豪瑟 / 约翰·迈顿 / 丹·华盛顿 / 艾莉森·福兰德 / 维克·萨海 / 史蒂文·科兹洛夫斯基 / 斯科特·威廉姆·文特斯 / 吉米·弗林 / 乔治·普林普顿 / 弗朗切斯科·克莱门特,麻省理工学院的数学教授蓝波在席上公布了一道困难的数学题，却被年轻的清洁工威尔（马特·戴蒙 饰）解了出来。可是威尔却是个问题少年，成天和好朋友查克（本·阿弗莱特 饰）等人四处闲逛，打架滋事。当蓝波找到这个天才的时候，他正因为打架袭警被法庭宣判送进看守所。蓝波向法官求情保释，才使他免于牢狱之灾。,https://movie.douban.com/subject/1292656/
85,致命魔术,/ The Prestige,8.9,966557,克里斯托弗·诺兰,休·杰克曼 / 克里斯蒂安·贝尔 / 迈克尔·凯恩 / 丽贝卡·豪尔 / 斯嘉丽·约翰逊 / 大卫·鲍伊 / 安迪·瑟金斯 / 派珀·佩拉博 / 萨曼塔·马霍林 / 丹尼尔·戴维斯 / 吉姆·皮多克 / 克里斯托弗·尼姆 / 马克·瑞安 / 罗杰·里斯 / 杰米·哈里斯 / 罗恩·帕金斯 / 瑞奇·杰 / 安东尼·德·马克 / 冀朝理,19世纪末，人们对科学文明还不是认识得太过清楚，于是，安吉尔（休•杰克曼Hugh Jackman饰）和伯登（克里斯蒂安•贝尔Christian Bale饰）的魔术，成为了伦敦城内的神奇人物。安吉尔出身贵族，魔术手段华丽丰富，是富人圈子里的表演常客。而伯登即使出身平平，争强好胜的心智和充满创造力的魔术技巧，却也令他有了名气。两人自小本是要好的伙伴，然而，现在魔术界二人各有领地，并且都有野心想成为音乐大厅里的顶级魔术师，一番明争暗斗如箭在弦上。,https://movie.douban.com/subject/1780330/
86,低俗小说,/ Pulp Fiction,8.9,962470,昆汀·塔伦蒂诺,约翰·特拉沃尔塔 / 乌玛·瑟曼 / 阿曼达·普拉莫 / 蒂姆·罗斯 / 塞缪尔·杰克逊 / 菲尔·拉马 / 布鲁斯·威利斯 / 弗兰克·威利 / 布尔·斯蒂尔斯 / 文·瑞姆斯 / 劳拉·拉芙蕾丝 / 保罗·卡尔德龙 / 布罗娜·加拉赫 / 罗姗娜·阿奎特 / 埃里克·斯托尔兹 / 玛丽亚·德·梅黛洛,《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。,https://movie.douban.com/subject/1291832/
87,哈利·波特与密室,/ Harry Potter and the Chamber of Secrets,8.9,920070,克里斯·哥伦布,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 汤姆·费尔顿 / 理查德·格雷弗斯 / 费奥纳·肖 / 托比·琼斯 / 朱丽·沃特斯 / 邦妮·怀特 / 詹森·艾萨克 / 肯尼思·布拉纳 / 艾伦·瑞克曼 / 理查德·哈里斯 / 玛吉·史密斯 / 约翰·克里斯 / 肖恩·比格斯代夫 / 克里斯·兰金 / 克里斯蒂安·库尔森,哈利波特（丹尼尔•雷德克里夫 Daniel Radcliffe 饰）结束了假期，即将回到霍格沃兹继续学习魔法。一个叫多比的家养小精灵警告哈利不要回到霍格沃兹，否则会陷入极大的危险。哈利没有听从多比的劝告，回到了霍格沃兹。很快，霍格沃兹发生了一连窜怪事:接二连三出现学生被石化，一直找不出原因。而哈利总能听到一种奇怪的声音，从墙壁里传出来。,https://movie.douban.com/subject/1296996/
88,超脱,/ Detachment,9.0,725754,托尼·凯耶,阿德里安·布罗迪 / 马西娅·盖伊·哈登 / 詹姆斯·肯恩 / 克里斯蒂娜·亨德里克斯 / 刘玉玲 / 布莱思·丹纳 / 蒂姆·布雷克·尼尔森 / 威廉·彼德森 / 布莱恩·克兰斯顿 / 萨米·盖尔 / 路易斯·佐里奇 / 小伊塞亚·维特洛克 / 大卫·豪森 / 约翰·塞纳迭姆博 / 西莉亚·奥 / 罗南·鲁宾斯坦 / 阿尔·卡尔德隆 / 布雷南·布朗 / 里根·利奥纳德 / 詹姆斯·霍西 / 乔什·帕斯 / 瑞内·菲利斯·史密斯 / 道格·伊·道格 / 帕特里夏·雷 / 萨曼萨·罗根 / 拉尔夫·罗德里格斯,亨利•巴赫特（艾德里安•布洛迪 Adrien Brody 饰）来到社区学校担任代课老师。学校因学生反叛、经营不善而濒临绝境，多丽丝（刘玉玲 饰）为首的一批教师备受煎熬。亨利的第一堂课就遭遇了顽劣学生的挑衅，但是被他巧妙地化解。他赢得了女教师萨沙（克里斯蒂娜•亨德里克斯 Christina Hendricks）的好感。同时，他的教学方式引起了同学们的兴趣，其中就包括因肥胖而苦闷的梅丽迪斯。她一直默默地承受着因体重带来的各种责骂与嘲笑。但是因为老师，她似乎又找到了一切的理由……,https://movie.douban.com/subject/5322596/
